field_1,fid,SciName,Longitude,Latitude,issues,countryCod,individual,occurrence,coordinate,institutio,gbifID,references,basisOfRec,year,month,day,eventDate,geodeticDa,datasetNam,layer,path,nutrientavailability,nutrientretention,rootingcapability,oxygenavailability,excesssalts,toxicity,workability
4294,161,Geranium lucidum,-2.835954,52.617316,fpwktinv,GBR,NA,PRESENT,707.1,SEDN,3057559706,NA,HUMAN_OBSERVATION,2020,4,NA,2020-04-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,1,2,1,1,1,1
4295,163,Geranium lucidum,-2.851071,52.635188,fpwktinv,GBR,NA,PRESENT,707.1,SEDN,3057946585,NA,HUMAN_OBSERVATION,2020,4,NA,2020-04-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,1,2,1,1,1,1
4296,71,Geranium lucidum,-123.080308,44.855817,"cdround,gass84",USA,NA,PRESENT,10,iNaturalist,2609199510,NA,HUMAN_OBSERVATION,2020,4,1,2020-04-01,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,1,1,1,1
4297,47,Geranium lucidum,-122.944652,43.997914,"cdround,gass84",USA,NA,PRESENT,31,iNaturalist,2597704955,NA,HUMAN_OBSERVATION,2020,4,2,2020-04-02,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,1,1,1,1,1
4298,54,Geranium lucidum,19.093786,42.232564,"cdround,gass84",MNE,NA,PRESENT,50,iNaturalist,2603326867,NA,HUMAN_OBSERVATION,2020,4,2,2020-04-02,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,3,1,1,1,2
4299,159,Geranium lucidum,4.50486,51.17897,refuriiv,BEL,NA,PRESENT,700,INBO,3046326881,NA,HUMAN_OBSERVATION,2020,4,3,2020-04-03,WGS84,FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region),"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,1,1,1,1,1
4300,46,Geranium lucidum,-2.875923,53.359286,"cdround,gass84",GBR,NA,PRESENT,4,iNaturalist,2597687065,NA,HUMAN_OBSERVATION,2020,4,3,2020-04-03,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,4,4,4,5,4,4,4
4301,153,Geranium lucidum,-122.473118,45.389959,"cdround,gass84",USA,NA,PRESENT,5,iNaturalist,2850992498,NA,HUMAN_OBSERVATION,2020,4,4,2020-04-04,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,1,1,1,1,1
4302,160,Geranium lucidum,4.49106,51.36775,NA,BEL,NA,PRESENT,700,INBO,3046351960,NA,HUMAN_OBSERVATION,2020,4,5,2020-04-05,WGS84,FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region),"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,3,3,1,2,1,1,1
4303,48,Geranium lucidum,-2.851147,53.379389,"cdround,gass84",GBR,NA,PRESENT,1,iNaturalist,2597731554,NA,HUMAN_OBSERVATION,2020,4,6,2020-04-06,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,4,4,4,5,4,4,4
4304,49,Geranium lucidum,-2.681292,53.746246,"cdround,gass84",GBR,NA,PRESENT,2,iNaturalist,2597741684,NA,HUMAN_OBSERVATION,2020,4,6,2020-04-06,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,3,1,1,1
4305,158,Geranium lucidum,-122.506602,45.641612,"cdround,gass84",USA,NA,PRESENT,10,iNaturalist,2980799358,NA,HUMAN_OBSERVATION,2020,4,6,2020-04-06,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,2,1,1,1
4306,50,Geranium lucidum,-123.339159,44.600823,"cdround,gass84",USA,NA,PRESENT,20,iNaturalist,2597898973,NA,HUMAN_OBSERVATION,2020,4,8,2020-04-08,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,1,1,1,1,1
4307,60,Geranium lucidum,-3.078778,54.36012,"cdround,gass84",GBR,NA,PRESENT,10,iNaturalist,2603426252,NA,HUMAN_OBSERVATION,2020,4,9,2020-04-09,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,2,2,1,1,2
4308,126,Geranium lucidum,13.387539,56.01077,gass84,SWE,NA,PRESENT,10,ArtDatabanken,2619677994,NA,HUMAN_OBSERVATION,2020,4,10,2020-04-10,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,3,2,2,1,1,1,2
4309,61,Geranium lucidum,-2.699784,53.718625,"cdround,gass84",GBR,NA,PRESENT,2,iNaturalist,2603438443,NA,HUMAN_OBSERVATION,2020,4,10,2020-04-10,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,3,1,1,1
4310,51,Geranium lucidum,-2.702287,53.717324,"cdround,gass84",GBR,NA,PRESENT,4,iNaturalist,2603281122,NA,HUMAN_OBSERVATION,2020,4,10,2020-04-10,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,3,1,1,1
4311,162,Geranium lucidum,-2.748722,52.698808,fpwktinv,GBR,NA,PRESENT,707.1,SEDN,3057590406,NA,HUMAN_OBSERVATION,2020,4,19,2020-04-11,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,2,1,1,1
4312,164,Geranium lucidum,-2.890747,52.733336,fpwktinv,GBR,NA,PRESENT,70.7,SEDN,3058036963,NA,HUMAN_OBSERVATION,2020,4,11,2020-04-11,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,2,1,1,1
4313,166,Geranium lucidum,-1.88312,53.82522,gass84,GBR,NA,PRESENT,5,iNaturalist,3112678978,NA,HUMAN_OBSERVATION,2020,4,11,2020-04-11,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,2,2,1,1,1
4314,165,Geranium lucidum,-123.245266,45.614029,"cdround,gass84",USA,NA,PRESENT,26,iNaturalist,3097254417,NA,HUMAN_OBSERVATION,2020,4,11,2020-04-11,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,1,1,1,1,1
4315,146,Geranium lucidum,-2.120891,53.552557,"cdround,gass84",GBR,NA,PRESENT,497,iNaturalist,2802882552,NA,HUMAN_OBSERVATION,2020,4,11,2020-04-11,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,4,4,4,4,4,4,4
4316,127,Geranium lucidum,11.929034,57.713922,"cdround,gass84",SWE,NA,PRESENT,100,ArtDatabanken,2619733999,NA,HUMAN_OBSERVATION,2020,4,11,2020-04-11,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,3,1,1,1,3
4317,53,Geranium lucidum,-2.955614,53.669741,"cdround,gass84",GBR,NA,PRESENT,8,iNaturalist,2603311341,NA,HUMAN_OBSERVATION,2020,4,11,2020-04-11,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,3,2,1,3,2,1,1
4318,139,Geranium lucidum,10.917298,59.190778,"cdround,gass84",NOR,NA,PRESENT,10,nbf,2627052893,NA,HUMAN_OBSERVATION,2020,4,12,2020-04-12,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,1,2,1,1,1
4319,140,Geranium lucidum,5.622097,60.457136,"cdround,gass84",NOR,NA,PRESENT,5,nbf,2627503136,NA,HUMAN_OBSERVATION,2020,4,12,2020-04-12,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,4,1,1,1,3
4320,144,Geranium lucidum,-4.072137,50.99874,"cdround,gass84",GBR,NA,PRESENT,153,iNaturalist,2634470185,NA,HUMAN_OBSERVATION,2020,4,12,2020-04-12,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,1,2,1,1,1
4321,141,Geranium lucidum,10.930718,59.179812,"cdround,gass84",NOR,NA,PRESENT,10,nbf,2627587861,NA,HUMAN_OBSERVATION,2020,4,13,2020-04-13,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,1,2,1,1,1
4322,147,Geranium lucidum,12.445736,58.81351,gass84,SWE,NA,PRESENT,83,ArtDatabanken,2807890332,NA,HUMAN_OBSERVATION,2020,4,13,2020-04-13,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,3,1,1,1,3
4323,52,Geranium lucidum,-2.939456,53.461144,"cdround,gass84",GBR,NA,PRESENT,20,iNaturalist,2603307580,NA,HUMAN_OBSERVATION,2020,4,13,2020-04-13,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,5,5,4,5,4,4,4
4324,77,Geranium lucidum,-122.584604,45.429262,"cdround,gass84",USA,NA,PRESENT,520,iNaturalist,2609228111,NA,HUMAN_OBSERVATION,2020,4,14,2020-04-14,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,1,1,1,1,1
4325,56,Geranium lucidum,-2.705829,53.728563,"cdround,gass84",GBR,NA,PRESENT,2,iNaturalist,2603360137,NA,HUMAN_OBSERVATION,2020,4,14,2020-04-14,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,3,1,1,1
4326,66,Geranium lucidum,-2.237578,51.413403,"cdround,gass84",GBR,NA,PRESENT,12,iNaturalist,2603547251,NA,HUMAN_OBSERVATION,2020,4,14,2020-04-14,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,2,1,1,1
4327,62,Geranium lucidum,-123.213304,44.695879,"cdround,gass84",USA,NA,PRESENT,366,iNaturalist,2603514357,NA,HUMAN_OBSERVATION,2020,4,14,2020-04-14,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,1,1,1,1,1
4328,55,Geranium lucidum,-3.535258,41.059543,"cdround,gass84",ESP,NA,PRESENT,6,iNaturalist,2603354014,NA,HUMAN_OBSERVATION,2020,4,15,2020-04-15,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,4,1,1,1,3
4329,57,Geranium lucidum,-3.688085,50.50539,"cdround,gass84",GBR,NA,PRESENT,19,iNaturalist,2603383131,NA,HUMAN_OBSERVATION,2020,4,15,2020-04-15,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,1,2,1,1,1,1
4330,143,Geranium lucidum,-123.272812,44.56403,"cdround,gass84",USA,NA,PRESENT,26,iNaturalist,2634013639,NA,HUMAN_OBSERVATION,2020,4,15,2020-04-15,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,1,1,1,1,1,1
4331,58,Geranium lucidum,-0.268293,51.486899,"cdround,gass84",GBR,NA,PRESENT,9,iNaturalist,2603389149,NA,HUMAN_OBSERVATION,2020,4,15,2020-04-15,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,5,5,5,5,5,5,5
4332,59,Geranium lucidum,-3.037432,55.867313,"cdround,gass84",GBR,NA,PRESENT,169,iNaturalist,2603405221,NA,HUMAN_OBSERVATION,2020,4,15,2020-04-15,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,1,1,3,1,1,1
4333,67,Geranium lucidum,-2.77201,51.411439,"cdround,gass84",GBR,NA,PRESENT,6,iNaturalist,2603552562,NA,HUMAN_OBSERVATION,2020,4,16,2020-04-16,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,1,1,1,1
4334,145,Geranium lucidum,-123.278016,44.555234,"cdround,gass84",USA,NA,PRESENT,197,iNaturalist,2802778603,NA,HUMAN_OBSERVATION,2020,4,16,2020-04-16,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,1,1,1,1,1,1
4335,151,Geranium lucidum,-123.325939,44.420184,"cdround,gass84",USA,NA,PRESENT,526,iNaturalist,2850540504,NA,HUMAN_OBSERVATION,2020,4,16,2020-04-16,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,1,1,1,1
4336,64,Geranium lucidum,-2.85696,53.367472,"cdround,gass84",GBR,NA,PRESENT,1,iNaturalist,2603529565,NA,HUMAN_OBSERVATION,2020,4,16,2020-04-16,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,4,4,4,5,4,4,4
4337,65,Geranium lucidum,-1.142818,52.983798,"cdround,gass84",GBR,NA,PRESENT,85,iNaturalist,2603538591,NA,HUMAN_OBSERVATION,2020,4,16,2020-04-16,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,4,4,4,4,4,4,4
4338,63,Geranium lucidum,-1.469765,53.569954,"cdround,gass84",GBR,NA,PRESENT,34,iNaturalist,2603521578,NA,HUMAN_OBSERVATION,2020,4,16,2020-04-16,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,1,3,1,1,1
4339,81,Geranium lucidum,-122.764221,45.363852,"cdround,gass84",USA,NA,PRESENT,26,iNaturalist,2609326170,NA,HUMAN_OBSERVATION,2020,4,16,2020-04-16,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,1,1,1,1
4340,73,Geranium lucidum,-122.755774,45.60235,"cdround,gass84",USA,NA,PRESENT,148,iNaturalist,2609212073,NA,HUMAN_OBSERVATION,2020,4,17,2020-04-17,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,1,1,1,1,1
4341,69,Geranium lucidum,-2.238119,52.684389,"cdround,gass84",GBR,NA,PRESENT,64,iNaturalist,2609151508,NA,HUMAN_OBSERVATION,2020,4,17,2020-04-17,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,3,1,1,1
4342,83,Geranium lucidum,-122.301118,45.500282,"cdround,gass84",USA,NA,PRESENT,672,iNaturalist,2609341530,NA,HUMAN_OBSERVATION,2020,4,18,2020-04-18,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,1,1,1,1
4343,74,Geranium lucidum,-4.277972,53.103152,"cdround,gass84",GBR,NA,PRESENT,22,iNaturalist,2609214170,NA,HUMAN_OBSERVATION,2020,4,18,2020-04-18,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0,0,0,0,0,0
4344,84,Geranium lucidum,0.237403,52.022942,"cdround,gass84",GBR,NA,PRESENT,5,iNaturalist,2609344895,NA,HUMAN_OBSERVATION,2020,4,19,2020-04-19,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,2,1,1,1,2
4345,68,Geranium lucidum,-0.277998,51.493251,"cdround,gass84",GBR,NA,PRESENT,18,iNaturalist,2609123538,NA,HUMAN_OBSERVATION,2020,4,19,2020-04-19,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,5,5,5,5,5,5,5
4346,79,Geranium lucidum,-122.871117,45.452323,"cdround,gass84",USA,NA,PRESENT,196,iNaturalist,2609283732,NA,HUMAN_OBSERVATION,2020,4,20,2020-04-20,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,1,1,1,1
4347,75,Geranium lucidum,0.982108,51.118922,"cdround,gass84",GBR,NA,PRESENT,10,iNaturalist,2609227031,NA,HUMAN_OBSERVATION,2020,4,20,2020-04-20,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,2,1,1,1
4348,80,Geranium lucidum,-122.594331,45.147564,"cdround,gass84",USA,NA,PRESENT,11,iNaturalist,2609319421,NA,HUMAN_OBSERVATION,2020,4,20,2020-04-20,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,1,1,1,1
4349,149,Geranium lucidum,13.350214,58.560222,"cdround,gass84",SWE,NA,PRESENT,10,ArtDatabanken,2809328360,NA,HUMAN_OBSERVATION,2020,4,21,2020-04-21,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,3,2,1,1,1,1,1
4350,76,Geranium lucidum,-123.364643,45.000061,"cdround,gass84",USA,NA,PRESENT,61,iNaturalist,2609227753,NA,HUMAN_OBSERVATION,2020,4,21,2020-04-21,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,1,1,1,1,1
4351,72,Geranium lucidum,-122.72946,45.838693,"cdround,gass84",USA,NA,PRESENT,128,iNaturalist,2609211056,NA,HUMAN_OBSERVATION,2020,4,21,2020-04-21,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,1,1,1,1
4352,130,Geranium lucidum,-124.095763,40.87529,"cdround,gass84",USA,NA,PRESENT,10,iNaturalist,2619914426,NA,HUMAN_OBSERVATION,2020,4,21,2020-04-21,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,1,1,1,1,1
4353,133,Geranium lucidum,-5.082969,40.207799,"cdround,gass84",ESP,NA,PRESENT,15,iNaturalist,2620030407,NA,HUMAN_OBSERVATION,2020,4,22,2020-04-22,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,3,1,1,1,3
4354,82,Geranium lucidum,-1.957068,53.471885,"cdround,gass84",GBR,NA,PRESENT,38,iNaturalist,2609329846,NA,HUMAN_OBSERVATION,2020,4,23,2020-04-23,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,3,3,2,2,1,1,2
4355,135,Geranium lucidum,-2.961843,56.465219,"cdround,gass84",GBR,NA,PRESENT,65,iNaturalist,2620106414,NA,HUMAN_OBSERVATION,2020,4,23,2020-04-23,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,2,2,2,2,2
4356,78,Geranium lucidum,-5.113149,50.120673,"cdround,gass84",GBR,NA,PRESENT,8,iNaturalist,2609272996,NA,HUMAN_OBSERVATION,2020,4,23,2020-04-23,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,2,1,1,1,2
4357,70,Geranium lucidum,-2.201206,51.428826,"cdround,gass84",GBR,NA,PRESENT,12,iNaturalist,2609154124,NA,HUMAN_OBSERVATION,2020,4,23,2020-04-23,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,2,1,1,1,1
4358,86,Geranium lucidum,-2.158308,52.44959,"cdround,gass84",GBR,NA,PRESENT,6,iNaturalist,2610950769,NA,HUMAN_OBSERVATION,2020,4,24,2020-04-24,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,4,4,4,4,4,4,4
4359,108,Geranium lucidum,-2.058326,52.510378,"cdround,gass84",GBR,NA,PRESENT,4,iNaturalist,2611176921,NA,HUMAN_OBSERVATION,2020,4,24,2020-04-24,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,5,5,5,5,5,5,5
4360,87,Geranium lucidum,-2.585638,51.473926,"cdround,gass84",GBR,NA,PRESENT,4,iNaturalist,2610953830,NA,HUMAN_OBSERVATION,2020,4,24,2020-04-24,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,5,5,5,5,5,5,5
4361,100,Geranium lucidum,-2.27929,53.436235,"cdround,gass84",GBR,NA,PRESENT,17,iNaturalist,2611064773,NA,HUMAN_OBSERVATION,2020,4,24,2020-04-24,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,5,5,5,5,5,5,5
4362,125,Geranium lucidum,33.672778,44.468185,"cdround,gass84",UKR,NA,PRESENT,2,iNaturalist,2611426397,NA,HUMAN_OBSERVATION,2020,4,24,2020-04-24,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,1,1,1,2
4363,134,Geranium lucidum,-111.789055,40.610908,"cdround,gass84",USA,NA,PRESENT,65,iNaturalist,2620036467,NA,HUMAN_OBSERVATION,2020,4,24,2020-04-24,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,1,1,1,1
4364,95,Geranium lucidum,33.669155,44.465419,"cdround,gass84",UKR,NA,PRESENT,10,iNaturalist,2611044877,NA,HUMAN_OBSERVATION,2020,4,24,2020-04-24,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,1,1,1,2
4365,93,Geranium lucidum,-2.478517,51.533285,"cdround,gass84",GBR,NA,PRESENT,22,iNaturalist,2611027451,NA,HUMAN_OBSERVATION,2020,4,24,2020-04-24,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,3,1,1,1
4366,157,Geranium lucidum,-123.232906,44.068226,"cdround,gass84",USA,NA,PRESENT,80,iNaturalist,2868241497,NA,HUMAN_OBSERVATION,2020,4,24,2020-04-24,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,1,1,1,1,1
4367,99,Geranium lucidum,-123.160071,44.034573,"cdround,gass84",USA,NA,PRESENT,5,iNaturalist,2611061093,NA,HUMAN_OBSERVATION,2020,4,24,2020-04-24,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,1,1,1,1,1
4368,88,Geranium lucidum,-2.139811,52.559812,"cdround,gass84",GBR,NA,PRESENT,24,iNaturalist,2610962946,NA,HUMAN_OBSERVATION,2020,4,24,2020-04-24,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,5,5,5,4,4,4,4
4369,97,Geranium lucidum,-2.389386,53.873479,"cdround,gass84",GBR,NA,PRESENT,65,iNaturalist,2611057672,NA,HUMAN_OBSERVATION,2020,4,24,2020-04-24,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,1,3,1,1,1
4370,111,Geranium lucidum,-123.309631,44.127541,"cdround,gass84",USA,NA,PRESENT,10,iNaturalist,2611208286,NA,HUMAN_OBSERVATION,2020,4,25,2020-04-25,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,1,1,1,1,1
4371,85,Geranium lucidum,-1.135302,52.971534,"cdround,gass84",GBR,NA,PRESENT,6,iNaturalist,2610948933,NA,HUMAN_OBSERVATION,2020,4,25,2020-04-25,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,4,4,4,4,4,4,4
